Year,State,Smoke everyday,Smoke some days,Former smoker,Never smoked,Location 1
1995,New Jersey,15.3,3.7,25.3,55.7,"New Jersey
(40.13056999960594, -74.2736899996936)"
1995,New Mexico,17.6,3.1,27.7,51.7,"New Mexico
(34.52088000011207, -106.24057999976702)"
1995,New York,19.1,2.2,25.3,53.4,"New York
(42.82699999955048, -75.54396999981549)"
1995,North Carolina,23,2.7,22.6,51.6,"North Carolina
(35.46624999963797, -79.1593199999179)"
1995,North Dakota,20.1,2.5,24.2,53.2,"North Dakota
(47.475320000018144, -100.11841999998285)"
1995,Ohio,23.6,2.2,24,50.2,"Ohio
(40.06020999969189, -82.40426000019869)"
1995,Oklahoma,20.2,1.3,17.4,61.2,"Oklahoma
(35.4720099999617, -97.52034999975251)"
1995,Oregon,18.5,3.2,28.4,49.9,"Oregon
(44.567449999917756, -120.15502999983448)"
1995,Pennsylvania,20.4,3.3,28.3,48,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
1995,Rhode Island,21.3,3.5,29.2,46,"Rhode Island
(41.70828000002217, -71.5224700001902)"
1995,South Carolina,20.9,2.5,20.4,56.1,"South Carolina
(33.99855000018255, -81.0452500001872)"
1995,South Dakota,19.8,1.9,24,54.2,"South Dakota
(44.353130000049646, -100.37353000040906)"
1995,Tennessee,24.2,1.9,19.8,54.1,"Tennessee
(35.68094000038087, -85.77449000011325)"
1995,Texas,19.9,3.6,23.7,52.8,"Texas
(31.82724000022597, -99.42676999973554)"
1995,Vermont,18.9,3.2,31.5,46.5,"Vermont
(43.625379999687425, -72.51764000028561)"
1995,Virginia,18.7,2.7,25.2,53.5,"Virginia
(37.54268000028196, -78.45789000012326)"
1995,Washington,17.5,2.4,29.9,50.2,"Washington
(47.522280000022135, -120.47001000026114)"
1995,West Virginia,23.7,1.9,23.3,51.1,"West Virginia
(38.66550999958696, -80.71263999973604)"
1995,Wisconsin,18.2,3.5,27.6,50.7,"Wisconsin
(44.39319000021851, -89.81636999977553)"
1995,Wyoming,19.1,2.9,26.8,51.2,"Wyoming
(43.23553999957147, -108.10982999975454)"
